,index,sub_id,name,interconnect_sub_id,lat,lon,interconnect
1226,1226,1226,WINOOSKI 4,1227,44.502,-73.1836,Eastern
1227,1227,1227,RUTLAND 5,1228,43.5999,-72.9648,Eastern
1228,1228,1228,BELLOWS FALLS 4,1229,43.1597,-72.4369,Eastern
1229,1229,1229,MIDDLEBURY 3,1230,44.0763,-73.2102,Eastern
1230,1230,1230,WATERBURY 4,1231,44.3783,-72.7758,Eastern
1231,1231,1231,BURLINGTON 10,1232,44.4949,-73.2016,Eastern
1232,1232,1232,LOWELL 3,1233,44.7655,-72.4324,Eastern
1233,1233,1233,WILMINGTON 5,1234,42.8856,-72.9283,Eastern
1234,1234,1234,PITTSFORD 3,1235,43.7082,-72.9355,Eastern
1235,1235,1235,HARTLAND 4,1236,43.6528,-72.2759,Eastern
1236,1236,1236,MILTON 5,1237,44.6396,-73.1236,Eastern
1237,1237,1237,BARNET 3,1238,44.3122,-72.005,Eastern
1238,1238,1238,SHELDON SPRINGS,1239,44.909,-72.9744,Eastern
1239,1239,1239,SHEFFIELD 1,1240,44.6731,-72.1328,Eastern
1240,1240,1240,BRATTLEBORO 5,1241,42.8486,-72.5911,Eastern
1241,1241,1241,BARRE 5,1242,44.2699,-72.5921,Eastern
1242,1242,1242,WHITINGHAM,1243,42.7813,-72.9,Eastern
1243,1243,1243,MILTON 6,1244,44.6441,-73.0863,Eastern
1244,1244,1244,NEWPORT 8,1245,44.948,-72.1658,Eastern
1245,1245,1245,SALISBURY 1,1246,43.9406,-73.0195,Eastern
1246,1246,1246,VERGENNES 4,1247,44.1907,-73.2753,Eastern
1247,1247,1247,NORTH CLARENDON,1248,43.5547,-72.969,Eastern
1248,1248,1248,WATERBURY 5,1249,44.3674,-72.8057,Eastern
1249,1249,1249,MONTPELIER 4,1250,44.2955,-72.6671,Eastern
1250,1250,1250,MILTON 7,1251,44.5943,-73.1323,Eastern
1251,1251,1251,MARSHFIELD 2,1252,44.3617,-72.3327,Eastern
1252,1252,1252,MILTON 8,1253,44.6514,-73.0723,Eastern
1253,1253,1253,VERNON 2,1254,42.8097,-72.5678,Eastern
1254,1254,1254,MIDDLEBURY 4,1255,44.0386,-73.1893,Eastern
1255,1255,1255,BREWSTER 1,1256,41.6839,-70.0831,Eastern
1256,1256,1256,BREWSTER 2,1257,41.7617,-70.1122,Eastern
1257,1257,1257,BUZZARDS BAY 1,1258,41.7814,-70.6493,Eastern
1258,1258,1258,BUZZARDS BAY 2,1259,41.755,-70.6627,Eastern
1259,1259,1259,CENTERVILLE 1,1260,41.6437,-70.3036,Eastern
1260,1260,1260,EAST FALMOUTH 1,1261,41.6005,-70.6015,Eastern
1261,1261,1261,EAST FALMOUTH 2,1262,41.5872,-70.5462,Eastern
1262,1262,1262,EAST FALMOUTH 3,1263,41.5889,-70.6448,Eastern
1263,1263,1263,EAST SANDWICH,1264,41.7069,-70.4955,Eastern
1264,1264,1264,EASTHAM,1265,41.8658,-69.9525,Eastern
1265,1265,1265,FALMOUTH 4,1266,41.5515,-70.6311,Eastern
1266,1266,1266,HARWICH 1,1267,41.6952,-70.1192,Eastern
1267,1267,1267,HARWICH 2,1268,41.6561,-70.1171,Eastern
1268,1268,1268,HARWICH 3,1269,41.6955,-69.9797,Eastern
1269,1269,1269,HYANNIS 1,1270,41.7344,-70.2931,Eastern
1270,1270,1270,HYANNIS 2,1271,41.6354,-70.2698,Eastern
1271,1271,1271,HYANNIS 3,1272,41.7057,-70.3178,Eastern
1272,1272,1272,MASHPEE 1,1273,41.6154,-70.4413,Eastern
1273,1273,1273,MASHPEE 2,1274,41.6502,-70.4191,Eastern
1274,1274,1274,MASHPEE 3,1275,41.6926,-70.4384,Eastern
1275,1275,1275,NORTH TRURO,1276,41.9891,-70.0622,Eastern
1276,1276,1276,ORLEANS 3,1277,41.8219,-70.0041,Eastern
1277,1277,1277,ORLEANS 4,1278,41.7185,-70.0139,Eastern
1278,1278,1278,PROVINCETOWN,1279,42.0654,-70.154,Eastern
1279,1279,1279,SAGAMORE BEACH,1280,41.8115,-70.5378,Eastern
1280,1280,1280,SANDWICH 1,1281,41.7476,-70.4236,Eastern
1281,1281,1281,SANDWICH 2,1282,41.7573,-70.4569,Eastern
1282,1282,1282,SOUTH DENNIS 1,1283,41.7453,-70.1842,Eastern
1283,1283,1283,SOUTH YARMOUTH 1,1284,41.6699,-70.2361,Eastern
1284,1284,1284,SOUTH YARMOUTH 2,1285,41.6997,-70.1748,Eastern
1285,1285,1285,SOUTH YARMOUTH 3,1286,41.6479,-70.1743,Eastern
1286,1286,1286,WELLFLEET 1,1287,41.8853,-70.0692,Eastern
1287,1287,1287,WEST YARMOUTH,1288,41.6941,-70.2484,Eastern
1288,1288,1288,ADAMS 1,1289,42.6038,-73.0252,Eastern
1289,1289,1289,DALTON 1,1290,42.5462,-73.1045,Eastern
1290,1290,1290,DALTON 2,1291,42.4568,-73.097,Eastern
1291,1291,1291,GREAT BARRINGTON 1,1292,42.1334,-73.3352,Eastern
1292,1292,1292,GREAT BARRINGTON 2,1293,42.2424,-73.3384,Eastern
1293,1293,1293,GREAT BARRINGTON 3,1294,42.2231,-73.4549,Eastern
1294,1294,1294,HINSDALE 3,1295,42.4592,-73.0347,Eastern
1295,1295,1295,LEE 6,1296,42.2486,-73.1628,Eastern
1296,1296,1296,LEE 7,1297,42.3113,-73.2208,Eastern
1297,1297,1297,LEE 8,1298,42.2563,-73.2637,Eastern
1298,1298,1298,LENOX 1,1299,42.3442,-73.3064,Eastern
1299,1299,1299,NORTH ADAMS 1,1300,42.6935,-73.1244,Eastern
1300,1300,1300,NORTH ADAMS 2,1301,42.7725,-73.0902,Eastern
1301,1301,1301,NORTH ADAMS 3,1302,42.6088,-73.1577,Eastern
1302,1302,1302,NORTH ADAMS 4,1303,42.6715,-73.1531,Eastern
1303,1303,1303,PITTSFIELD 7,1304,42.4762,-73.2238,Eastern
1304,1304,1304,PITTSFIELD 8,1305,42.4953,-73.2894,Eastern
1305,1305,1305,PITTSFIELD 9,1306,42.4848,-73.3458,Eastern
1306,1306,1306,PITTSFIELD 10,1307,42.4587,-73.2785,Eastern
1307,1307,1307,SHEFFIELD 2,1308,42.0469,-73.4027,Eastern
1308,1308,1308,WILLIAMSTOWN 5,1309,42.6349,-73.1995,Eastern
1309,1309,1309,WILLIAMSTOWN 6,1310,42.7085,-73.2525,Eastern
1310,1310,1310,ACUSHNET 1,1311,41.7629,-70.9708,Eastern
1311,1311,1311,ACUSHNET 2,1312,41.7921,-70.9303,Eastern
1312,1312,1312,ATTLEBORO 1,1313,41.8196,-71.2929,Eastern
1313,1313,1313,ATTLEBORO 2,1314,41.9465,-71.2854,Eastern
1314,1314,1314,ATTLEBORO 3,1315,41.9193,-71.2576,Eastern
1315,1315,1315,ATTLEBORO 4,1316,41.9099,-71.2725,Eastern
1316,1316,1316,EAST TAUNTON,1317,41.7942,-70.9773,Eastern
1317,1317,1317,FAIRHAVEN 1,1318,41.6002,-70.9018,Eastern
1318,1318,1318,FAIRHAVEN 2,1319,41.5837,-70.8534,Eastern
1319,1319,1319,FALL RIVER 1,1320,41.7762,-71.1083,Eastern
1320,1320,1320,FALL RIVER 2,1321,41.6885,-71.1433,Eastern
1321,1321,1321,FALL RIVER 3,1322,41.7512,-71.1322,Eastern
1322,1322,1322,FALL RIVER 4,1323,41.7132,-71.0875,Eastern
1323,1323,1323,FALL RIVER 5,1324,41.6418,-71.1353,Eastern
1324,1324,1324,FALL RIVER 6,1325,41.6278,-71.0729,Eastern
1325,1325,1325,FALL RIVER 7,1326,41.7038,-71.1583,Eastern
1326,1326,1326,FALL RIVER 8,1327,41.7269,-71.0547,Eastern
1327,1327,1327,FALL RIVER 9,1328,41.7296,-71.147,Eastern
1328,1328,1328,FALL RIVER 10,1329,41.7603,-71.1953,Eastern
1329,1329,1329,FALL RIVER 11,1330,41.6632,-71.1662,Eastern
1330,1330,1330,MANSFIELD 1,1331,41.9974,-71.157,Eastern
1331,1331,1331,MANSFIELD 2,1332,42.0315,-71.1912,Eastern
1332,1332,1332,MANSFIELD 3,1333,42.0381,-71.0679,Eastern
1333,1333,1333,MANSFIELD 4,1334,42.0635,-71.2531,Eastern
1334,1334,1334,NEW BEDFORD 1,1335,41.6615,-70.8872,Eastern
1335,1335,1335,NEW BEDFORD 2,1336,41.6815,-70.8361,Eastern
1336,1336,1336,NEW BEDFORD 3,1337,41.7282,-70.9114,Eastern
1337,1337,1337,NEW BEDFORD 4,1338,41.7154,-70.8151,Eastern
1338,1338,1338,NEW BEDFORD 5,1339,41.616,-70.8526,Eastern
1339,1339,1339,NEW BEDFORD 6,1340,41.5499,-70.934,Eastern
1340,1340,1340,NEW BEDFORD 7,1341,41.7231,-71.0313,Eastern
1341,1341,1341,NEW BEDFORD 8,1342,41.6959,-70.9101,Eastern
1342,1342,1342,NEW BEDFORD 9,1343,41.6838,-70.8581,Eastern
1343,1343,1343,NORTH ATTLEBORO 1,1344,42.113,-71.3371,Eastern
1344,1344,1344,NORTH ATTLEBORO 2,1345,42.0014,-71.3686,Eastern
1345,1345,1345,NORTH ATTLEBORO 3,1346,41.9868,-71.3174,Eastern
1346,1346,1346,NORTH DARTMOUTH 1,1347,41.6444,-70.9846,Eastern
1347,1347,1347,NORTH DARTMOUTH 2,1348,41.6593,-71.0487,Eastern
1348,1348,1348,NORTH DARTMOUTH 3,1349,41.7426,-70.9455,Eastern
1349,1349,1349,NORTH EASTON,1350,42.0302,-71.0958,Eastern
1350,1350,1350,NORTON 1,1351,41.9366,-71.1512,Eastern
1351,1351,1351,NORTON 2,1352,41.9666,-71.2103,Eastern
1352,1352,1352,NORTON 3,1353,41.9615,-71.1299,Eastern
1353,1353,1353,PAWTUCKET 1,1354,41.911,-71.3079,Eastern
1354,1354,1354,PAWTUCKET 2,1355,41.9251,-71.3323,Eastern
1355,1355,1355,PAWTUCKET 3,1356,41.7514,-71.3825,Eastern
1356,1356,1356,RAYNHAM 1,1357,42.0188,-71.0553,Eastern
1357,1357,1357,RAYNHAM 2,1358,41.9121,-70.9568,Eastern
1358,1358,1358,REHOBOTH 1,1359,41.8232,-71.2564,Eastern
1359,1359,1359,REHOBOTH 2,1360,41.8488,-71.3352,Eastern
1360,1360,1360,SEEKONK 1,1361,41.7776,-71.3613,Eastern
1361,1361,1361,SEEKONK 2,1362,41.817,-71.3775,Eastern
1362,1362,1362,SEEKONK 3,1363,41.7983,-71.2849,Eastern
1363,1363,1363,SOMERSET 1,1364,41.8038,-71.1782,Eastern
1364,1364,1364,SOMERSET 2,1365,41.7935,-71.0491,Eastern
1365,1365,1365,SOMERSET 3,1366,41.8342,-71.1662,Eastern
1366,1366,1366,SOUTH DARTMOUTH 1,1367,41.5901,-71.0135,Eastern
1367,1367,1367,SOUTH DARTMOUTH 2,1368,41.639,-70.9068,Eastern
1368,1368,1368,SWANSEA 1,1369,41.8247,-71.0756,Eastern
1369,1369,1369,SWANSEA 2,1370,41.7326,-71.2246,Eastern
1370,1370,1370,TAUNTON 1,1371,41.9842,-71.1777,Eastern
1371,1371,1371,TAUNTON 2,1372,41.9996,-71.0998,Eastern
1372,1372,1372,TAUNTON 3,1373,41.8733,-71.1143,Eastern
1373,1373,1373,TAUNTON 4,1374,41.8459,-71.0938,Eastern
1374,1374,1374,WESTPORT 1,1375,41.6154,-71.1499,Eastern
1375,1375,1375,WESTPORT 2,1376,41.5778,-71.1881,Eastern
1376,1376,1376,WESTPORT 3,1377,41.6005,-71.0519,Eastern
1377,1377,1377,AMESBURY 1,1378,42.8219,-71.0368,Eastern
1378,1378,1378,AMESBURY 2,1379,42.8061,-70.9461,Eastern
1379,1379,1379,ANDOVER 4,1380,42.6006,-71.2084,Eastern
1380,1380,1380,ANDOVER 5,1381,42.6379,-71.2276,Eastern
1381,1381,1381,ANDOVER 6,1382,42.7063,-71.1591,Eastern
1382,1382,1382,ANDOVER 7,1383,42.5823,-71.2259,Eastern
1383,1383,1383,BEVERLY 1,1384,42.5529,-70.8382,Eastern
1384,1384,1384,BEVERLY 2,1385,42.579,-70.977,Eastern
1385,1385,1385,BEVERLY 3,1386,42.5696,-70.9022,Eastern
1386,1386,1386,BEVERLY 4,1387,42.4847,-70.8832,Eastern
1387,1387,1387,DANVERS 1,1388,42.5945,-70.9383,Eastern
1388,1388,1388,GEORGETOWN 1,1389,42.7119,-70.9324,Eastern
1389,1389,1389,GEORGETOWN 2,1390,42.7471,-71.0063,Eastern
1390,1390,1390,GLOUCESTER 1,1391,42.6488,-70.6565,Eastern
1391,1391,1391,GLOUCESTER 2,1392,42.6793,-70.6609,Eastern
1392,1392,1392,GLOUCESTER 3,1393,42.6019,-70.7625,Eastern
1393,1393,1393,GLOUCESTER 4,1394,42.5898,-70.7319,Eastern
1394,1394,1394,HAVERHILL 1,1395,42.7943,-71.0367,Eastern
1395,1395,1395,HAVERHILL 2,1396,42.7657,-71.0995,Eastern
1396,1396,1396,HAVERHILL 3,1397,42.8513,-71.0502,Eastern
1397,1397,1397,HAVERHILL 4,1398,42.8019,-71.0102,Eastern
1398,1398,1398,HAVERHILL 5,1399,42.7618,-71.1987,Eastern
1399,1399,1399,HAVERHILL 6,1400,42.7772,-71.08,Eastern
1400,1400,1400,HAVERHILL 7,1401,42.6984,-71.0889,Eastern
1401,1401,1401,IPSWICH 1,1402,42.6304,-70.7727,Eastern
1402,1402,1402,IPSWICH 2,1403,42.6603,-70.8553,Eastern
1403,1403,1403,IPSWICH 3,1404,42.6519,-70.8869,Eastern
1404,1404,1404,LAWRENCE 1,1405,42.7385,-71.1483,Eastern
1405,1405,1405,LAWRENCE 2,1406,42.6134,-71.1875,Eastern
1406,1406,1406,LAWRENCE 3,1407,42.7821,-71.1981,Eastern
1407,1407,1407,LAWRENCE 4,1408,42.7519,-71.0784,Eastern
1408,1408,1408,LAWRENCE 5,1409,42.7234,-71.1592,Eastern
1409,1409,1409,LAWRENCE 6,1410,42.789,-71.1035,Eastern
1410,1410,1410,LAWRENCE 7,1411,42.6414,-71.169,Eastern
1411,1411,1411,LAWRENCE 8,1412,42.6651,-71.1487,Eastern
1412,1412,1412,LYNN 1,1413,42.5519,-70.9458,Eastern
1413,1413,1413,LYNN 2,1414,42.53,-70.9783,Eastern
1414,1414,1414,LYNN 3,1415,42.442,-70.9273,Eastern
1415,1415,1415,LYNN 4,1416,42.5199,-70.9215,Eastern
1416,1416,1416,LYNN 5,1417,42.3518,-70.9547,Eastern
1417,1417,1417,LYNN 6,1418,42.3563,-70.9791,Eastern
1418,1418,1418,LYNN 7,1419,42.4989,-71.0202,Eastern
1419,1419,1419,LYNNFIELD,1420,42.5509,-71.043,Eastern
1420,1420,1420,MARBLEHEAD 1,1421,42.562,-70.802,Eastern
1421,1421,1421,METHUEN 1,1422,42.7518,-71.1072,Eastern
1422,1422,1422,METHUEN 2,1423,42.7454,-71.2142,Eastern
1423,1423,1423,METHUEN 3,1424,42.6798,-71.2119,Eastern
1424,1424,1424,METHUEN 4,1425,42.7702,-71.2576,Eastern
1425,1425,1425,METHUEN 5,1426,42.7331,-71.1827,Eastern
1426,1426,1426,MIDDLETON 1,1427,42.6306,-71.0662,Eastern
1427,1427,1427,NEWBURYPORT 1,1428,42.7677,-70.8899,Eastern
1428,1428,1428,NEWBURYPORT 2,1429,42.8295,-70.879,Eastern
1429,1429,1429,NEWBURYPORT 3,1430,42.8518,-70.908,Eastern
1430,1430,1430,NORTH ANDOVER 1,1431,42.7077,-71.0436,Eastern
1431,1431,1431,NORTH ANDOVER 2,1432,42.6701,-71.0096,Eastern
1432,1432,1432,NORTH ANDOVER 3,1433,42.6203,-71.0221,Eastern
1433,1433,1433,NORTH ANDOVER 4,1434,42.6697,-71.0742,Eastern
1434,1434,1434,PEABODY 1,1435,42.592,-70.9937,Eastern
1435,1435,1435,PEABODY 2,1436,42.5471,-70.9775,Eastern
1436,1436,1436,PEABODY 3,1437,42.5148,-71.0123,Eastern
1437,1437,1437,PEABODY 4,1438,42.5269,-71.0304,Eastern
1438,1438,1438,SALEM 5,1439,42.5392,-70.9683,Eastern
1439,1439,1439,SALEM 6,1440,42.5664,-70.7788,Eastern
1440,1440,1440,SALEM 7,1441,42.5729,-70.9354,Eastern
1441,1441,1441,SALISBURY 2,1442,42.7673,-70.8407,Eastern
1442,1442,1442,SALISBURY 3,1443,42.9377,-70.8952,Eastern
1443,1443,1443,SALISBURY 4,1444,42.984,-70.9264,Eastern
1444,1444,1444,SAUGUS 1,1445,42.4714,-71.0313,Eastern
1445,1445,1445,SAUGUS 2,1446,42.5024,-70.9966,Eastern
1446,1446,1446,SAUGUS 3,1447,42.4753,-71.0672,Eastern
1447,1447,1447,SOUTH HAMILTON,1448,42.6425,-70.945,Eastern
1448,1448,1448,SWAMPSCOTT,1449,42.49,-70.8369,Eastern
1449,1449,1449,TOPSFIELD,1450,42.609,-70.8772,Eastern
1450,1450,1450,AMHERST 3,1451,42.3171,-72.4862,Eastern
1451,1451,1451,AMHERST 4,1452,42.3601,-72.493,Eastern
1452,1452,1452,AMHERST 5,1453,42.3812,-72.458,Eastern
1453,1453,1453,ASHFIELD,1454,42.5018,-72.8319,Eastern
1454,1454,1454,BERNARDSTON,1455,42.682,-72.6038,Eastern
1455,1455,1455,CONWAY 4,1456,42.5257,-72.699,Eastern
1456,1456,1456,GREENFIELD 2,1457,42.5861,-72.6055,Eastern
1457,1457,1457,GREENFIELD 3,1458,42.6204,-72.5792,Eastern
1458,1458,1458,GREENFIELD 4,1459,42.6386,-72.5361,Eastern
1459,1459,1459,GREENFIELD 5,1460,42.563,-72.57,Eastern
1460,1460,1460,NORTHFIELD 4,1461,42.6591,-72.3709,Eastern
1461,1461,1461,NORTHFIELD 5,1462,42.7297,-72.5036,Eastern
1462,1462,1462,ORANGE 1,1463,42.6022,-72.2631,Eastern
1463,1463,1463,ORANGE 2,1464,42.7055,-72.3391,Eastern
1464,1464,1464,ORANGE 3,1465,42.5427,-72.3622,Eastern
1465,1465,1465,SHELBURNE FALLS 1,1466,42.6568,-72.7646,Eastern
1466,1466,1466,SOUTH DEERFIELD,1467,42.4916,-72.5966,Eastern
1467,1467,1467,TURNERS FALLS 1,1468,42.5667,-72.4429,Eastern
1468,1468,1468,AGAWAM 1,1469,41.9952,-72.6221,Eastern
1469,1469,1469,AGAWAM 2,1470,42.093,-72.6356,Eastern
1470,1470,1470,BRIMFIELD 1,1471,42.0365,-72.1937,Eastern
1471,1471,1471,CHESTER 4,1472,42.1823,-73.0028,Eastern
1472,1472,1472,CHICOPEE 1,1473,42.156,-72.6351,Eastern
1473,1473,1473,CHICOPEE 2,1474,42.185,-72.5762,Eastern
1474,1474,1474,CHICOPEE 3,1475,42.2204,-72.5364,Eastern
1475,1475,1475,CHICOPEE 4,1476,42.1785,-72.6226,Eastern
1476,1476,1476,CHICOPEE 5,1477,42.2333,-72.5096,Eastern
1477,1477,1477,CHICOPEE 6,1478,42.2892,-72.5294,Eastern
1478,1478,1478,EAST LONGMEADOW 1,1479,42.0598,-72.5006,Eastern
1479,1479,1479,EAST LONGMEADOW 2,1480,42.0069,-72.4309,Eastern
1480,1480,1480,FEEDING HILLS 1,1481,42.0544,-72.703,Eastern
1481,1481,1481,FEEDING HILLS 2,1482,41.9663,-72.6212,Eastern
1482,1482,1482,FEEDING HILLS 3,1483,42.2059,-72.8082,Eastern
1483,1483,1483,GRANVILLE 1,1484,42.0093,-73.1156,Eastern
1484,1484,1484,HOLYOKE 1,1485,42.1315,-72.727,Eastern
1485,1485,1485,HOLYOKE 2,1486,42.1401,-72.6762,Eastern
1486,1486,1486,HOLYOKE 3,1487,42.2491,-72.6518,Eastern
1487,1487,1487,HOLYOKE 4,1488,42.1807,-72.6969,Eastern
1488,1488,1488,HUNTINGTON 2,1489,42.3684,-72.8478,Eastern
1489,1489,1489,LONGMEADOW,1490,42.04,-72.6577,Eastern
1490,1490,1490,LUDLOW 3,1491,42.1746,-72.4971,Eastern
1491,1491,1491,MONSON 1,1492,42.121,-72.3197,Eastern
1492,1492,1492,MONSON 2,1493,42.1731,-72.3835,Eastern
1493,1493,1493,PALMER 1,1494,42.145,-72.2157,Eastern
1494,1494,1494,PALMER 2,1495,42.1814,-72.2952,Eastern
1495,1495,1495,SOUTHWICK 1,1496,42.129,-72.8201,Eastern
1496,1496,1496,SOUTHWICK 2,1497,42.0247,-72.7481,Eastern
1497,1497,1497,SPRINGFIELD 5,1498,42.0917,-72.5619,Eastern
1498,1498,1498,SPRINGFIELD 6,1499,42.2162,-72.471,Eastern
1499,1499,1499,SPRINGFIELD 7,1500,42.1733,-72.5396,Eastern
1500,1500,1500,SPRINGFIELD 8,1501,42.1175,-72.6392,Eastern
1501,1501,1501,SPRINGFIELD 9,1502,42.1253,-72.5484,Eastern
1502,1502,1502,SPRINGFIELD 10,1503,42.0971,-72.4708,Eastern
1503,1503,1503,SPRINGFIELD 11,1504,42.054,-72.5504,Eastern
1504,1504,1504,SPRINGFIELD 12,1505,42.1104,-72.57,Eastern
1505,1505,1505,SPRINGFIELD 13,1506,42.0312,-72.4959,Eastern
1506,1506,1506,SPRINGFIELD 14,1507,42.1455,-72.7021,Eastern
1507,1507,1507,SPRINGFIELD 15,1508,42.172,-72.4674,Eastern
1508,1508,1508,SPRINGFIELD 16,1509,42.1524,-72.5371,Eastern
1509,1509,1509,SPRINGFIELD 17,1510,42.0775,-72.529,Eastern
1510,1510,1510,SPRINGFIELD 18,1511,42.1334,-72.5175,Eastern
1511,1511,1511,WEST SPRINGFIELD 1,1512,42.1398,-72.6466,Eastern
1512,1512,1512,WEST SPRINGFIELD 2,1513,42.0799,-72.5915,Eastern
1513,1513,1513,WEST SPRINGFIELD 3,1514,42.0324,-72.626,Eastern
1514,1514,1514,WESTFIELD 1,1515,42.1851,-72.7713,Eastern
1515,1515,1515,WESTFIELD 2,1516,42.1221,-72.8582,Eastern
1516,1516,1516,WESTFIELD 3,1517,42.1874,-72.8088,Eastern
1517,1517,1517,WESTFIELD 4,1518,42.099,-72.8109,Eastern
1518,1518,1518,WILBRAHAM 1,1519,42.2198,-72.3826,Eastern
1519,1519,1519,WILBRAHAM 2,1520,42.1026,-72.4263,Eastern
1520,1520,1520,WILBRAHAM 3,1521,42.1338,-72.3984,Eastern
1521,1521,1521,AMHERST 6,1522,42.4228,-72.6304,Eastern
1522,1522,1522,AMHERST 7,1523,42.4181,-72.5513,Eastern
1523,1523,1523,BELCHERTOWN 1,1524,42.3444,-72.3814,Eastern
1524,1524,1524,BELCHERTOWN 2,1525,42.2758,-72.4333,Eastern
1525,1525,1525,BELCHERTOWN 3,1526,42.3712,-72.3895,Eastern
1526,1526,1526,EASTHAMPTON 1,1527,42.2939,-72.7401,Eastern
1527,1527,1527,EASTHAMPTON 2,1528,42.3345,-72.7807,Eastern
1528,1528,1528,EASTHAMPTON 3,1529,42.3209,-72.7325,Eastern
1529,1529,1529,FLORENCE 2,1530,42.478,-72.7277,Eastern
1530,1530,1530,FLORENCE 3,1531,42.2809,-72.7045,Eastern
1531,1531,1531,HADLEY 1,1532,42.4501,-72.4769,Eastern
1532,1532,1532,NORTHAMPTON 1,1533,42.3415,-72.6218,Eastern
1533,1533,1533,NORTHAMPTON 2,1534,42.3355,-72.6741,Eastern
1534,1534,1534,SOUTH HADLEY 1,1535,42.3004,-72.6035,Eastern
1535,1535,1535,SOUTH HADLEY 2,1536,42.2586,-72.5944,Eastern
1536,1536,1536,WARE 1,1537,42.2935,-72.3783,Eastern
1537,1537,1537,WARE 2,1538,42.3865,-72.3131,Eastern
1538,1538,1538,WARE 3,1539,42.3409,-72.2947,Eastern
1539,1539,1539,WILLIAMSBURG 1,1540,42.405,-72.7664,Eastern
1540,1540,1540,ACTON 2,1541,42.5193,-71.4471,Eastern
1541,1541,1541,ACTON 3,1542,42.4433,-71.3558,Eastern
1542,1542,1542,ACTON 4,1543,42.4644,-71.4974,Eastern
1543,1543,1543,ACTON 5,1544,42.5186,-71.4903,Eastern
1544,1544,1544,ARLINGTON 4,1545,42.4082,-71.1832,Eastern
1545,1545,1545,ARLINGTON 5,1546,42.4279,-71.2033,Eastern
1546,1546,1546,ARLINGTON 6,1547,42.4089,-71.2686,Eastern
1547,1547,1547,ASHLAND 5,1548,42.2442,-71.4907,Eastern
1548,1548,1548,BEDFORD 4,1549,42.4261,-71.3445,Eastern
1549,1549,1549,BELMONT 3,1550,42.3048,-71.199,Eastern
1550,1550,1550,BELMONT 4,1551,42.4131,-71.1173,Eastern
1551,1551,1551,BILLERICA 1,1552,42.5049,-71.2145,Eastern
1552,1552,1552,BILLERICA 2,1553,42.52,-71.2152,Eastern
1553,1553,1553,BILLERICA 3,1554,42.4543,-71.2883,Eastern
1554,1554,1554,BILLERICA 4,1555,42.5122,-71.2759,Eastern
1555,1555,1555,BURLINGTON 11,1556,42.5557,-71.2052,Eastern
1556,1556,1556,BURLINGTON 12,1557,42.4261,-71.2732,Eastern
1557,1557,1557,BURLINGTON 13,1558,42.4522,-71.2503,Eastern
1558,1558,1558,CAMBRIDGE 1,1559,42.4222,-71.1582,Eastern
1559,1559,1559,CAMBRIDGE 2,1560,42.3632,-71.1207,Eastern
1560,1560,1560,CAMBRIDGE 3,1561,42.3402,-71.1077,Eastern
1561,1561,1561,CAMBRIDGE 4,1562,42.3758,-71.1017,Eastern
1562,1562,1562,CAMBRIDGE 5,1563,42.257,-71.1165,Eastern
1563,1563,1563,CHELMSFORD 1,1564,42.5551,-71.3115,Eastern
1564,1564,1564,CHELMSFORD 2,1565,42.6155,-71.2944,Eastern
1565,1565,1565,CHELMSFORD 3,1566,42.5727,-71.3497,Eastern
1566,1566,1566,CHESTNUT HILL,1567,42.3566,-71.2063,Eastern
1567,1567,1567,CONCORD 15,1568,42.4885,-71.4455,Eastern
1568,1568,1568,DRACUT 1,1569,42.5859,-71.3015,Eastern
1569,1569,1569,DRACUT 2,1570,42.7215,-71.3475,Eastern
1570,1570,1570,DRACUT 3,1571,42.6687,-71.2093,Eastern
1571,1571,1571,DUNSTABLE,1572,42.7998,-71.4985,Eastern
1572,1572,1572,EVERETT 1,1573,42.3585,-71.1402,Eastern
1573,1573,1573,EVERETT 2,1574,42.3974,-71.0627,Eastern
1574,1574,1574,EVERETT 3,1575,42.4463,-70.9651,Eastern
1575,1575,1575,FRAMINGHAM 1,1576,42.2828,-71.3941,Eastern
1576,1576,1576,FRAMINGHAM 2,1577,42.4015,-71.4225,Eastern
1577,1577,1577,FRAMINGHAM 3,1578,42.2597,-71.4429,Eastern
1578,1578,1578,FRAMINGHAM 4,1579,42.2752,-71.4718,Eastern
1579,1579,1579,FRAMINGHAM 5,1580,42.3194,-71.4502,Eastern
1580,1580,1580,GROTON 3,1581,42.5438,-71.5577,Eastern
1581,1581,1581,GROTON 4,1582,42.5683,-71.5755,Eastern
1582,1582,1582,HOLLISTON 1,1583,42.1561,-71.4279,Eastern
1583,1583,1583,HOLLISTON 2,1584,42.125,-71.4623,Eastern
1584,1584,1584,HOPKINTON 1,1585,42.2898,-71.5668,Eastern
1585,1585,1585,HOPKINTON 2,1586,42.1898,-71.5789,Eastern
1586,1586,1586,HUDSON 6,1587,42.3801,-71.5025,Eastern
1587,1587,1587,HUDSON 7,1588,42.3909,-71.4774,Eastern
1588,1588,1588,LITTLETON 4,1589,42.5876,-71.4906,Eastern
1589,1589,1589,LOWELL 4,1590,42.6914,-71.2507,Eastern
1590,1590,1590,LOWELL 5,1591,42.5858,-71.363,Eastern
1591,1591,1591,LOWELL 6,1592,42.6449,-71.3089,Eastern
1592,1592,1592,LOWELL 7,1593,42.5774,-71.3213,Eastern
1593,1593,1593,LOWELL 8,1594,42.6453,-71.2843,Eastern
